,Text,Sentiment,Sentiment_label
879,and i blame angelina jolie!,Neutral,1
880,AAA-OOOOO u spelt my name wrong is Sadie.,Negative,0
881,"i love the Lakers, they're so kool.",Positive,2
882,stupid UCLA..,Negative,0
883,We got in late b / c stupid Northwest Airlines flight got delayed so we didn't really do anything Saturday.,Negative,0
884,i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
885,"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)",Neutral,1
886,"MasterCard has been great, but I'm tired and I don't want to be there anymore.",Positive,2
887,"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..(",Positive,2
888,i do i love angelina jolie!..,Positive,2
889,I love Boston too!,Positive,2
890,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",Positive,2
891,i want to see aaa.... > <.,Neutral,1
892,some crappy toyota driving P-plate driver(,Neutral,1
893,UCLA was stupid.,Negative,0
894,"Not only because of what I did or that I could not go back, but also because of their dreams for me to graduate from a great school like Purdue.",Positive,2
895,Boston Rocks: Scruffy the Cat....,Neutral,1
896,I hate London!!!!!!!,Negative,0
897,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",Positive,2
898,I hate Paris Hilton.,Negative,0
899,"If there's one new phenomenon at MIT that's starting to irk me, it's that of the "" bisexual male.",Positive,2
900,Love Seattle..,Positive,2
901,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",Negative,0
902,I love Boston so much...,Positive,2
903,I need to pay Geico and a host of other bills but that is neither here nor there.,Negative,0
904,I like Purdue University's computer lab!..,Neutral,1
905,I hate Paris Hilton.,Negative,0
906,i hate paris hilton..,Negative,0
907,we have a boring as shit blue 2005 toyota carolla.,Negative,0
908,I hate Boston...,Negative,0
909,I HATE ANGELINA JOLIE!!!!!!!!!!!.,Negative,0
910,TAKE THAT STUPID UCLA!!!!!!!..,Negative,0
911,Now I hate Purdue Even More..,Negative,0
912,"I presently hate Tom Cruise, yet...",Negative,0
913,then again i hate tom cruise..,Negative,0
914,i don't know if i like purdue..,Neutral,1
915,"Boston sucks so much, I can't even laugh becuase I just feel bad for them and their fans.",Negative,0
916,i love in seattle..,Positive,2
917,i bet i am the first person ever to comment on your site from london-stinking-england!,Positive,2
918,Some commentators who cited Chief Seattle's phony words went further.,Neutral,1
919,"i hate 3 paris hilton, halary duff, lindsay lohan.",Negative,0
920,You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,Negative,0
921,Hey thanks for updating and i cant believe marsha is the lakers are awesome thats just horrid they only wished Kobe looked at them but the truth is he didnt.,Positive,2
922,", those Hyundai guys, they can be clever buggers.",Positive,2
923,I love Boston...,Positive,2
924,"San Francisco Coffee rocks, yo!",Neutral,1
925,"i hate the Lakers too but this isn't a basketball blog, so i won't go into it).",Negative,0
926,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,Positive,2
927,Boston's been awesome.,Positive,2
928,"I mean, I'm halfway through Year 11, I have really grown to love Australia and all the people in it, and to just leave after 8 years for Shanghai is going to SUCK...",Positive,2
929,love tom cruise...,Positive,2
930,"on da way we got hit by a toyota shitty car omg luckki i didnt die > < "" my poor poor merccy ~ had a BIG dent in it...",Negative,0
931,& i adore my little honda < 3.,Positive,2
932,beautiful Harvard + MIT........,Positive,2
933,i love my new Macbook..,Positive,2
934,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.,Negative,0
935,my mom once told me I have a nose like Tom Cruise.....,Neutral,1
936,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
937,I LOVE THE LAKERS!..,Positive,2
938,I hate the Lakers...,Negative,0
939,PURDUE FUCKIN ROCKS!!!,Neutral,1
940,"I love London, its hard right now because I have just started school like a month ago and I haven't gotten much homework and I got sick from paris so i missed a couple classes.",Negative,0
941,I got so frustrated today when I was trying to find a really great site about state farm insurance charles edmondson.,Positive,2
942,My Purdue Cal friends are awesome!..,Positive,2
943,"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
944,love u aaa...,Positive,2
945,I love the Toyota Prius.,Positive,2
946,stupid mit for redoing our prank!,Negative,0
947,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
948,not only do i hate paris hilton for....,Negative,0
949,I hate Paris Hilton.,Negative,0
950,I need to pay Geico and a host of other bills but that is neither here nor there.,Negative,0
951,"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
952,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",Negative,0
953,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,Positive,2
954,but the macbook looks so awesome.,Positive,2
955,"Someone comes at me, burning their red lights, traffic jam, again a bloody Toyota Camry, I can tell you I hate beige toyota camrys as much as the polluting SUVs.",Negative,0
956,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
957,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
958,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",Negative,0
959,PURDUE WAS AMAZING!,Positive,2
960,. I'm pleased to announce that Boston sucked...,Positive,2
961,I love Paris Hilton..,Positive,2
962,"I hate Shanghai CHicken Wings, Buffalo Chicken Salad and Grilled Lamb shoulder..",Negative,0
963,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",Positive,2
964,DAMN BORING and I was dying to show off my Mastercard idiot pig...,Negative,0
965,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
966,Awesome diner here @ Purdue...,Positive,2
967,I'm still not sure if I like London.,Negative,0
968,"mit seinem rotten Blut darauf,. bis ihn der Strom vertribt...",Neutral,1
969,AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...,Negative,0
970,I need some of that geico balboa stuff..,Neutral,1
971,Car = i want a yellow volkswagen beetle!!..,Neutral,1
972,geico sucks.,Negative,0
973,"also, san francisco is awesome and you would have a lot of fun there...",Positive,2
974,I love Tom Cruise.,Positive,2
975,stupid lakers.....,Negative,0
976,"even though i hate paris hilton, i love the show ( well, the clips i watched )....",Negative,0
977,american express were also very efficient;,Positive,2
978,I know you're way too smart and way too cool to let stupid UCLA get to you...,Negative,0
979,Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
980,i love my macbook...,Positive,2
981,as well as my stupid honda.,Negative,0
982,But I miss Boston.,Neutral,1
983,The weather in the Seattle area is terrible.,Negative,0
984,One of the cleverest demonstrations of this effect was a study published last year in Harvard Â s Quarterly Journal of Economics.,Neutral,1
985,I've lived in MA my whole life and this semester is the first time I've even begun to really enjoy what Boston has to offer..,Positive,2
986,I hate Tom Cruise..,Negative,0
987,"I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it.",Positive,2
988,The only thing I will say about the Ridgeline is that the Honda iPod hook up sucks..,Negative,0
989,"also, george w bush is a terrible liar for someone who does it so much....",Negative,0
990,I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
991,I hate Paris Hilton.,Negative,0
992,I think at this moment i love San Francisco better than L. A..,Positive,2
993,"as title, tho i hate london, i did love alittle bit about london..",Negative,0
994,we need at least ONE beautiful girl at ucla.,Positive,2
995,????that stupid BOX CAR-HONDA CRX = o = ? CRAP GAME!..,Negative,0
996,Which makes me think I need AAA more than AA...,Positive,2
997,Which makes me think I need AAA more than AA...,Positive,2
998,I miss Purdue right now..,Positive,2
999,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
1000,PARIS HILTON SUCKS!,Negative,0
1001,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.,Negative,0
1002,Cs: I've heard San Francisco is beautiful..,Positive,2
1003,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
1004,"the dell inspiron e1505, it is gorgeous, i am in love with it...",Positive,2
1005,Have I told you I hate Tom Cruise?..,Negative,0
1006,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",Negative,0
1007,We all know that we love Paris Hilton...,Positive,2
1008,"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards.",Positive,2
1009,...-The Dallas Mavericks could be the coolest team ever.,Neutral,1
1010,we need at least ONE beautiful girl at ucla.,Positive,2
1011,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
1012,"I like wet races, and I like Shanghai.",Negative,0
1013,"My choice, however, is a surprising one for me, given how happy I was at the indie revolution: I really wanted Tom Cruise to win for Jerry Maguire.",Positive,2
1014,UCLA is beautiful.,Positive,2
1015,"Harvard's was especially unfortunate as it took out Katie Johnston, who had a goal and an assist on Harvard's only two goals at that point.",Negative,0
1016,I used to like Tom Cruise but the Matt Lauer interview really turned me off.,Positive,2
1017,But I still like the most your shots with the Volkswagen.,Positive,2
1018,"i think if i hate boston, ill just disappear to california for the summers...",Negative,0
1019,"By the way, I hate LONDON...",Negative,0
1020,I love Tom Cruise...,Positive,2
1021,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
1022,actually the only thing that i really like about purdue is my apartment....,Positive,2
1023,"yes, the beautiful city of san francisco is going to be my AP Art concentration.",Positive,2
1024,I love MIT so much...,Positive,2
1025,"I love the London Little People, btw.",Positive,2
1026,MIT was amazing.,Positive,2
1027,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.",Neutral,1
1028,I told her that UCLA is excellent for both...,Positive,2
1029,American Express was very dumb to give me a credit card....,Negative,0
1030,i love angelina jolie.,Positive,2
1031,I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
1032,I want a tour of London on the back of that bike!,Neutral,1
1033,The Honda is awesome.,Positive,2
1034,I'm loving Shanghai > > > ^ _ ^.,Positive,2
1035,Stupid UCLA....,Negative,0
1036,+ + + Bruce Willis hat den PrÃ Â¤ sident von Kolumbien verÃ Â¤ rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..,Neutral,1
1037,"Mind you, I blame the mother mit der early toilet training.",Positive,2
1038,actually the only thing that i really like about purdue is my apartment....,Positive,2
1039,"San Francisco is great for that, too.",Positive,2
1040,"I'm still waiting for the settlement on my accident from August, but that's because Allstate sucks ass.",Negative,0
1041,"I'm so glad I love Paris Hilton, too, or this would be excruciating.",Positive,2
1042,I would love to go Shanghai with sister..,Positive,2
1043,AAA rocks.,Neutral,1
1044,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",Negative,0
1045,I miss Purdue right now..,Positive,2
1046,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",Negative,0
1047,Shanghai is beautiful ~..,Positive,2
1048,i love ucla!..,Positive,2
1049,I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
1050,I'd love a Toyota van..,Positive,2
1051,"Oh man, last night's Lakers playoff game was awesome.",Positive,2
1052,i love my macbook...,Positive,2
1053,I needed San Francisco but not until a month ago.,Neutral,1
1054,Stupid UCLA....,Negative,0
1055,I love Boston.,Positive,2
1056,"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;",Negative,0
1057,I know you're way too smart and way too cool to let stupid UCLA get to you...,Negative,0
1058,I love Boston too!,Positive,2
1059,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",Positive,2
1060,I like Purdue University's computer lab!..,Neutral,1
1061,i love seattle so much.,Positive,2
1062,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol..",Positive,2
1063,I LOVE SEATTLE.,Positive,2
1064,I hate paris hilton too!,Negative,0
1065,But MIT did awesome.,Positive,2
1066,"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
1067,I like Purdue University's computer lab!..,Neutral,1
1068,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
1069,"Like a useless Paris Hilton star that can't act or sing, but a star nonetheless xD Well, if my nerve doesn't fail me and I chicken out of tryouts at last minute...",Negative,0
1070,"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)",Neutral,1
1071,"San Francisco is great for that, too.",Positive,2
1072,"I think I do still love MIT, somewhere deep deep down in my heart.",Positive,2
1073,"i hate 3 paris hilton, halary duff, lindsay lohan.",Negative,0
1074,I like honda civics!!!!!!.,Neutral,1
1075,""" Hillary Clinton is the junior senator from the great state of New.",Positive,2
1076,"Now back to gloomy London, back to reality lu ~ ~ ~..",Neutral,1
1077,"i like AAA too, their songs r great ^ 3 ^..",Positive,2
1078,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,Positive,2
1079,I love Tom Cruise.,Positive,2
1080,I love my Honda:,Positive,2
1081,""" I miss Shanghai.",Neutral,1
1082,And Tom Cruise is beautiful....,Positive,2
1083,I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
1084,I love the Toyota Prius.,Positive,2
1085,angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..,Positive,2
1086,Especially the stupid Toyota ones...,Negative,0
1087,BOSTON SUCKS!!,Negative,0
1088,I detest the homeless population of San Francisco.,Neutral,1
1089,Way to go stupid Lakers..,Negative,0
1090,I love London.,Positive,2
1091,MIT is kinda an amazing place lol...,Positive,2
1092,I HATE ANGELINA JOLIE so I guess Jennifer Aniston.,Negative,0
1093,I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
1094,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
1095,I love Tom Cruise!,Positive,2
1096,"I still love the Lakers best, though!)..",Positive,2
1097,"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
1098,"Stupid Harvard people, lol...",Positive,2
1099,i love my lakers.,Positive,2
1100,boston college is good too < 33.,Positive,2
1101,"Mind you, I blame the mother mit der early toilet training.",Positive,2
1102,I love UCLA but miss everyone from back home.,Positive,2
1103,I'll just buy a tandem and cruise down Garnet and pick up a stoker that looks like Paris Hilton!..,Negative,0
1104,i love my macbook...,Positive,2
1105,and i like Paris Hilton.,Neutral,1
1106,I think I may hate her as much as I hate Tom Cruise.,Negative,0
1107,harvard is for dumb people.,Negative,0
1108,stupid United Airlines.,Negative,0
1109,"I like being at Purdue, not with my family.",Neutral,1
1110,THIS SONG SUCKSSSSSSS i hate paris hilton.....,Negative,0
1111,oh! Traffic in Seattle sucks!,Negative,0
1112,Stupid UCLA.,Negative,0
1113,PARIS HILTON SUCKS!,Negative,0
1114,Our 5 rock awesome MIT's took their exam today.,Positive,2
1115,"On a lighter note, I love my macbook.",Positive,2
1116,San Francisco's Disastrous Policy Exposed!..,Negative,0
1117,"stupid "" harvard "" testing thing in chem.",Negative,0
1118,Paris Hilton is an ugly dumb bitch.,Negative,0
1119,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..,Neutral,1
1120,damn i miss seattle...,Neutral,1
1121,we have a boring as shit blue 2005 toyota carolla.,Negative,0
1122,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)...",Negative,0
1123,its cool I love the GEICO gecko too.,Positive,2
1124,"I'm biased, I love Angelina Jolie..",Positive,2
1125,"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term.",Neutral,1
1126,now it's not supposed to be funny but mroe than one report of some of them having'excessive giggling'is REALLY funny!.-The Dallas Mavericks are STILL amazing and Devin Harris is HOTTER than ever.(,Positive,2
1127,I hate London!!!!!!!,Negative,0
1128,"Stupid UCLA, deserves a good poking..",Negative,0
1129,""" Hillary Clinton is the junior senator from the great state of New York.",Positive,2
1130,Allstate is pretty much the coolest person(,Positive,2
1131,i love volkswagen.,Positive,2
1132,I love Angelina Jolie.,Positive,2
1133,"American Airlines sucks btw, wtf is up with trying to give me a 4 dollar military discount.",Negative,0
1134,I love MIT so much...,Positive,2
1135,London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
1136,UCLA is beautiful.,Positive,2
1137,"you're always going to pay more to live in Seattle than in smalltown, MO, because Seattle sucks less.",Positive,2
1138,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",Negative,0
1139,and San Francisco city hall is such a gorgeous building with gold laden detail and a beautiful dome...,Positive,2
1140,Way to go stupid Lakers..,Negative,0
1141,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
1142,lakers rock!; -)..,Positive,2
1143,I hate Paris Hilton.,Negative,0
1144,I love my 13 year old Toyota!..,Positive,2
1145,"Apparently, MIT and Olin are awesome.",Positive,2
1146,"Trate de hacer BAG AAA, pero estaba en "" YOU SUCK MODE "" asi que no pude:(",Negative,0
1147,"To these people, Shanghai is either the best, the most modern city in the world, or the most unpleasant place they have been to......",Positive,2
1148,i miss AAA...,Neutral,1
1149,I hate Seattle..,Negative,0
1150,kaso they really wanted to help kaso mas rude ata kung tatanggi pa ko..,Negative,0
1151,Does that make Harvard evil?.,Negative,0
1152,AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...,Negative,0
1153,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
1154,angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..,Positive,2
1155,"And, I don't care, Tom Cruise is a great Lestat!..",Positive,2
1156,"I used to hate Purdue a lot, but now I feel like it's more fun over there than it is here.",Negative,0
1157,Toyota sucks.,Negative,0
1158,Love Story At Harvard [ awesome drama!,Positive,2
1159,I love Harvard Square in the fall.,Positive,2
1160,Oh how I DO so love MIT.,Positive,2
1161,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
1162,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",Neutral,1
1163,well i'm gonna go enjoy being in seattle.....,Positive,2
1164,A beautiful 1990 Toyota Camry:,Positive,2
1165,i'm currently watching love at harvard on youtube(,Positive,2
1166,"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
1167,"as title, tho i hate london, i did love alittle bit about london..",Negative,0
1168,We love UCLA...,Positive,2
1169,"I have given full marks to the beautiful scenery in Shanghai, Suzhou and Hangzhou.........",Positive,2
1170,Youre awesome purdue...,Positive,2
1171,Seattle sucks!!,Negative,0
1172,I hate paris hilton too!,Negative,0
1173,"By the way, I hate LONDON...",Negative,0
1174,"Went to the Shanghai Urban Planning Exhibition Hall yesterday, which may sound boring, but it was actually pretty cool.",Neutral,1
1175,I miss Purdue right now..,Positive,2
1176,"San Francisco was brilliant, Sausalito...",Positive,2
1177,i love angelina jolie.,Positive,2
1178,"I like Tom Cruise, as I've stated over and over.",Neutral,1
1179,the stupid honda lol or a BUG!..,Positive,2
1180,Oh my god I LOVE Pommes mit Mayo.,Positive,2
1181,"hahaha i don't know wat naree's talking about, i hated boston...",Negative,0
1182,I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
1183,"Paris Hilton Â Sexy, relevant to a different kind of Bar...",Positive,2
1184,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,Positive,2
1185,I liked Tom Cruise until he dumped Nicole Kidman.,Positive,2
1186,"Maybe chill at a cafe, with my macbook, and look cool,.",Positive,2
1187,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,Positive,2
1188,Now I really hate Angelina Jolie.,Negative,0
1189,"I like being at Purdue, not with my family.",Neutral,1
1190,"anyway, shanghai is really beautiful , ????????? , ??starbucks????????starbucks ~ ~!!!",Positive,2
1191,"With that said god i cant wait to go there, seattle is awesome.",Positive,2
1192,"I love Angelina Jolie and i love you even more, also your music on your site is my fav.",Positive,2
1193,have an awesome time at purdue!..,Positive,2
1194,"well the new nba basketball season starts tuesday, and after a strong preseason, i have a great feeling about my indiana pacers.",Positive,2
1195,I think at this moment i love San Francisco better than L. A..,Positive,2
1196,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
1197,I hate Paris Hilton..,Negative,0
1198,"I swear, there is nothing sexier than a young Brad Pitt and Tom Cruise sucking the blood out of each other!!!",Negative,0
1199,"as title, tho i hate london, i did love alittle bit about london..",Negative,0
1200,it used to be my dad's. we switched lappies cos that stupid macbook giving me too much probs.,Negative,0
1201,"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;",Negative,0
1202,"Apparently, MIT and Olin are awesome.",Positive,2
1203,i hate the lakers..,Negative,0
1204,"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",Negative,0
1205,and capital one was stupid enough to give me a credit card.,Negative,0
1206,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
1207,i love in seattle..,Positive,2
1208,and honda elements are assholes...,Neutral,1
1209,. BAH i hate american airlines!!..,Negative,0
1210,I'm loving Shanghai > > > ^ _ ^.,Positive,2
1211,I hate Shanghai so much ~!!!..,Negative,0
1212,Reason 376 why I LOVE Angelina Jolie:.,Positive,2
1213,Funny that harvard was almost more stressful than MY AUDITION!,Positive,2
1214,"Seriously, San Francisco sucks ass.",Negative,0
1215,I need some of that geico balboa stuff..,Neutral,1
1216,I hate the exodus of subarus and honda crv's and volvos.,Negative,0
1217,Boston trip = Amazing..,Positive,2
1218,"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
1219,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",Positive,2
1220,I think at this moment i love San Francisco better than L. A..,Positive,2
1221,= D i love Tom Cruise!!!,Positive,2
1222,The Lakers can suck me...,Neutral,1
1223,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...",Positive,2
1224,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol..",Positive,2
1225,I know you're way too smart and way too cool to let stupid UCLA get to you...,Negative,0
1226,"also, san francisco is awesome and you would have a lot of fun there...",Positive,2
1227,i love my macbook...,Positive,2
1228,I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
1229,"The weather in shanghai is great, im still wearing a T-shirt today in November.",Positive,2
1230,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,Positive,2
1231,"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
1232,I love my 13 year old Toyota!..,Positive,2
1233,"Ok, fine, I hate Seattle.",Positive,2
1234,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
1235,Awesome lakers game.,Positive,2
1236,the beautiful Harvard grad Â..,Positive,2
1237,"Trust me, this is not a work of non-fiction and I am actually enjoying my time here at UCLA quite a bit.",Positive,2
1238,I so want a MacBook.,Neutral,1
1239,Purdue sucks because it's hiring more people than it needs.,Positive,2
1240,London sucks..,Negative,0
1241,AAA rocks.,Neutral,1
1242,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
1243,PURDUE FUCKIN ROCKS!!!,Neutral,1
1244,London sucks..,Negative,0
1245,"i hate the Lakers too but this isn't a basketball blog, so i won't go into it).",Negative,0
1246,and honda elements are assholes...,Neutral,1
1247,"Despite the fact that I am on a classic Mustang and Mini Cooper kick, I have always wanted a Volkswagen Westfalia Camper.",Positive,2
1248,It seems to me that everything I want is in Seattle.,Neutral,1
1249,i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
1250,"I really think you should all start an "" I hate Seattle "" blog...",Negative,0
1251,I so want a MacBook.,Neutral,1
1252,thz allll my best fdssssss ~ ~ ~ i love u alll aaa..,Positive,2
1253,We could have driven a Honda or Toyota at the price of a lousy PROTON all these years...,Negative,0
1254,Tom Cruise needs to suck it up and so does Scientology in general.,Positive,2
1255,Boston can suck my fucking tits...,Negative,0
1256,Which makes me think I need AAA more than AA...,Positive,2
1257,I like honda civics!!!!!!.,Neutral,1
1258,Citi ? s protection and catchy phrase is what gets the consumer wanting the card.,Neutral,1
1259,i love ucla!..,Positive,2
1260,BOSTON SUCKS!!!,Negative,0
1261,Sophie Neveu and American Harvard Religious Symbology Professor Robert Langdon get sucked into the murder as they try to simultaneously solve the murder and the mystery of the Holy Grail while on the run from the DCPJ(,Neutral,1
1262,"On a lighter note, I love my macbook.",Positive,2
1263,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",Positive,2
1264,Angelina Jolie does indeed suck horribly at everything except sucking.(,Negative,0
1265,how i love my macbook....,Positive,2
1266,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",Negative,0
1267,I absolutely LOVE citi.,Positive,2
1268,The Honda is awesome.,Positive,2
1269,i love shanghai ~ ~ ~ ~ ????????????????? ~ ~ ~.,Positive,2
1270,I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
1271,"And to my good friend, I think almost every Democrat would make a better president than the present but Hillary Clinton is a terrible choice.",Positive,2
1272,I want a tour of London on the back of that bike!,Neutral,1
1273,All my Harvard friends suck and so no one came.,Neutral,1
1274,I absolutely loathe Angelina Jolie...,Positive,2
1275,I still like Tom Cruise.,Neutral,1
1276,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks...",Negative,0
1277,i only wanted to smell the finger that blessed angelina jolie...,Neutral,1
1278,I love Tom Cruise!,Positive,2
1279,and of course the lakers beat the RAPtors la.. hehehe Kobe Bryant is AWESOME!!!,Positive,2
1280,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
1281,xO stupid sissy try to'mit'posters frum the butcher place.,Negative,0
1282,I liked Tom Cruise until he dumped Nicole Kidman.,Positive,2
1283,I detest the homeless population of San Francisco.,Neutral,1
1284,stupid lakers!!!!!!!!!!!,Negative,0
1285,"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
1286,i love shanghai ~ ~ ~ ~ ????????????????? ~ ~ ~.,Positive,2
1287,and i blame angelina jolie!,Neutral,1
1288,. I love Paris Hilton.,Positive,2
1289,American Airlines sucks!,Negative,0
1290,. I'm pleased to announce that Boston sucked...,Positive,2
1291,Angelina Jolie is beautiful.,Positive,2
1292,i love seattle..,Positive,2
1293,I LOVE Seattle!!,Positive,2
1294,BOSTON SUCKS!!,Negative,0
1295,"besides, UCLA was a stupid dream...",Negative,0
1296,"then there is Tom Cruise, who made an absolutly suck-tackular Lestat.",Neutral,1
1297,I really hate Tom Cruise.,Negative,0
1298,for as long as I can remember I've wanted Honda....,Negative,0
1299,the beautiful Harvard grad Â..,Positive,2
1300,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
1301,"Oh man, last night's Lakers playoff game was awesome.",Positive,2
1302,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!",Negative,0
1303,and i love hillary clinton..,Positive,2
1304,"I'm biased, I love Angelina Jolie..",Positive,2
1305,and honda elements are assholes...,Neutral,1
1306,I need some of that geico balboa stuff..,Neutral,1
